SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT08R,DA0708DR08R,DADC408R,DA0GR08N,DAGC408R,DA311TA09R,DA311TR09R,DA311TW09R,DA311TM09R,DA311TC09R,DA311TS09R,DB311TA09R,DH311TA09R,DW311TA09R,DO311TA09R,DE311TA09R,DACTA09R,DA0CT08R,DA0CC08R,DA0CS08R,DA0CA08R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Mineral Wells,182903,182 PALO PINTO,11,RE,6,3643,4,32,63,1,60.2,9,14,9,22,4,95.4,0,5.8,220,88,71,89,87,80,79,94,58,65,75,61,64,92,52.6,15.5,925,20.9,523,270,1,3,7,52,15,22,82928,63727,46833,40263,11,7,13.5,36.6,12,13.6,19.3,1,1,97,1,61,12,8,11,4,4,181017,1.267000,35162042,9612,59,30,11,2079575,8,40517885,31064451,8492,56,7,6,10,21,17441616,4768,46,28,11,4,4,1,4,1
Santo,182904,182 PALO PINTO,11,RE,2,498,0,14,86,0,30.3,3,10,3,33,11,96.3,0,0,36,100,72,91,95,81,83,93,.,78,71,.,69,100,67.7,23.8,953,22,75,39,1,4,3,52,12,28,97486,58316,40187,41642,3,6.6,12.8,22.1,16.6,6.2,7.7,0,0,100,0,83,5,4,1,8,0,463961,1.196000,5268527,10841,31,66,3,497427,11,5200546,4361472,8974,52,10,6,14,19,2253305,4636,67,8,11,1,6,0,7,0
Strawn,182905,182 PALO PINTO,11,RE,1,187,2,25,73,0,54,7,12,7,25,3,96.8,0,10,10,90,74,90,.,83,81,91,.,68,77,.,66,100,42.9,.,.,.,31,20,3,1,1,66,0,28,85000,68000,37393,41096,3,6.1,9.3,22.9,14.6,7.8,0,0,5,95,0,95,3,0,0,2,0,404068,1.040000,1971026,10597,49,46,5,730824,41,1771529,1718554,9240,56,10,2,14,19,956259,5141,63,10,11,1,5,1,10,0
Palo Pinto,182906,182 PALO PINTO,11,EX,1,78,1,12,87,0,42.3,6,8,6,0,1,96.8,.,.,0,.,94,94,.,97,.,.,.,.,93,.,.,.,.,.,.,.,21,11,5,5,1,53,15,22,80000,70000,32051,44965,0,3.8,7.1,9.1,17.4,9.1,20.7,0,0,100,0,91,9,0,0,0,0,4894181,1.064000,1332263,17080,21,75,4,1028210,23,1715980,1630362,20902,55,13,11,9,13,887885,11383,78,12,11,0,0,0,0,0
Panola Charter,183801,183 PANOLA,07,EA,1,130,10,5,83,2,33.8,1,8,0,99,8,93.5,0,5.7,43,67.9,51,88,.,58,65,89,.,40,58,.,51,61,7.5,.,.,.,18,10,9,13,7,52,5,14,73064,68132,42267,43954,11,7,13.6,38.2,12.5,28.1,29.4,10,0,90,0,64,5,0,0,31,0,0,0.000000,1484852,9899,94,3,4,0,0,1402725,1334134,8894,51,28,5,6,11,674762,4498,65,14,0,2,19,0,0,0
Beckville,183901,183 PANOLA,07,RE,2,627,11,10,78,1,34.9,3,12,3,34,4,95.8,0,4.5,20,90.9,69,90,95,76,79,86,59,77,70,.,66,78,68.4,23.1,.,20.8,93,50,2,4,6,54,12,22,61500,64000,48801,40471,12,6.8,12.4,31.7,12.5,18.8,15.3,6,0,94,0,70,9,12,1,8,1,1351900,1.056000,7865722,13446,37,58,5,2055424,22,6668402,5770849,9865,49,12,6,15,19,2798603,4784,60,13,14,1,4,1,8,1
Carthage,183902,183 PANOLA,07,AA,5,2782,25,12,61,1,42.5,6,10,6,27,6,94.9,0,0,139,85.8,75,92,90,83,77,94,57,60,84,75,63,96,73.3,12.9,986,18.8,439,215,1,3,6,49,10,30,89360,70720,49160,45223,19,6.3,12.9,26.7,14.1,24.5,14.3,10,2,88,1,52,12,21,1,6,8,1347368,1.140000,32596000,11662,32,61,7,13606874,33,36140544,24635667,8814,53,7,6,11,23,13001089,4652,59,16,17,0,5,3,1,0
Gary,183904,183 PANOLA,07,RE,1,351,0,5,95,1,35.9,2,16,2,23,3,95.2,0,0,22,100,77,96,97,82,78,88,.,67,78,.,78,75,52.6,20,.,20.5,63,31,3,2,5,50,21,19,71341,58517,41158,40393,0,5.6,11.3,24.4,13.2,5,18.8,0,0,100,0,75,10,3,1,11,0,997664,1.138000,4879271,14652,30,64,6,1419308,34,7831352,3021791,9074,57,10,3,13,17,1728474,5191,55,21,12,0,7,1,5,0
Crosstimbers Academy,184801,184 PARKER,11,EA,1,136,2,10,88,0,46.3,0,13,1,58,0,91.9,.,.,51,.,36,81,.,45,56,90,.,29,37,.,36,74,12.5,0,888,.,18,10,3,5,5,53,16,18,126000,74000,52000,38499,8,7.5,14.2,52.1,8.4,26.1,42.2,0,5,84,10,81,5,0,0,14,0,0,0.000000,1147478,7969,90,1,9,0,0,1076660,1076660,7477,50,22,8,12,8,539606,3747,66,11,8,0,15,0,0,0
Poolville,184901,184 PARKER,11,RE,3,574,0,15,84,0,48.1,6,9,8,25,5,95.6,0,2.5,38,90,73,95,92,83,73,95,.,64,74,.,70,89,27.3,11.1,856,17,88,47,1,5,4,53,12,26,83500,59607,44218,39645,4,6.5,12.3,34.8,10.2,13.4,9.4,0,4,96,0,86,8,0,0,5,0,283218,1.245000,5876449,10475,61,34,6,1278941,26,6017044,4819504,8591,56,8,7,14,16,2689576,4794,71,10,10,0,4,0,4,0
Springtown,184902,184 PARKER,11,RE,6,3574,1,11,86,2,43.7,3,10,2,28,4,95.4,0,6.2,210,84.7,71,90,91,79,79,91,64,61,72,67,62,83,57.7,25.7,1010,20.6,496,252,1,3,7,51,15,23,99284,67602,54448,44549,4,7.2,14.2,34,11.5,11.8,16.5,0,2,98,0,80,6,5,0,5,3,229996,1.368000,32362299,9017,56,37,7,5646182,23,32907226,28522211,7947,57,6,5,12,20,16251445,4528,68,16,7,0,4,0,4,0
Weatherford,184903,184 PARKER,11,RE,11,7482,3,20,75,2,36,7,9,7,27,8,95.4,0,4,411,87.7,80,95,95,85,86,95,75,69,83,87,71,88,49.3,31.9,1044,21.1,977,499,2,3,10,51,12,23,88849,66294,58469,47377,12,7.7,15,36.8,11.7,17.9,14.3,1,4,94,1,69,12,4,5,4,6,421975,1.400000,71388181,9864,29,64,7,6622109,12,75270397,58344555,8062,56,8,5,12,19,32480005,4488,67,19,6,1,4,1,3,0
Millsap,184904,184 PARKER,11,RE,3,745,0,12,88,0,35.6,3,11,3,34,8,96.5,0,0,55,100,72,96,90,78,81,94,.,61,73,.,63,97,35.4,23.5,995,20.5,126,64,2,5,8,50,13,22,84683,62154,45504,41920,6,5.9,11.7,28.2,11.5,11.3,22.6,0,2,98,0,77,9,5,0,7,1,350013,1.535000,8938526,11808,44,52,3,1667077,25,13855788,7208445,9522,56,6,6,11,20,4006238,5292,67,11,10,0,5,0,5,2
Aledo,184907,184 PARKER,11,RE,7,4554,1,8,89,2,9.8,2,8,2,16,8,96.1,0,1.4,345,96.9,91,98,98,95,90,97,77,80,92,94,70,97,80.2,46.3,1071,23.3,501,320,1,3,8,64,7,17,111734,69705,51927,48530,3,9.1,14.2,25,12.6,16.1,9,0,1,98,1,77,8,1,2,3,10,496160,1.425000,46038257,10397,27,70,3,12307472,33,58174823,35120687,7932,58,7,5,12,19,20310841,4587,75,12,2,1,3,1,4,1
Peaster,184908,184 PARKER,11,RE,3,1100,1,11,88,1,26.7,3,9,3,32,6,95.7,0,4.4,63,91.2,82,96,98,88,83,94,67,75,83,71,72,95,41.1,30.4,1073,22.8,149,86,1,3,6,58,13,19,95506,63550,50549,43384,3,7.4,12.8,19.8,14.4,17.5,10,0,0,100,0,81,8,3,0,6,1,227838,1.353000,12914164,12429,50,43,7,1804892,22,14792936,11126589,10709,62,10,4,8,15,6903542,6644,48,41,6,0,3,1,2,0
Brock,184909,184 PARKER,11,EX,3,804,1,4,94,1,9.5,1,9,1,29,6,96.6,0,0,56,100,89,97,97,93,90,98,.,74,89,.,80,98,70.2,15.2,1007,20.8,113,64,2,3,3,57,6,30,90616,64569,44679,43334,4,7.1,12.5,15.4,15.4,15.5,5.4,0,2,98,0,83,10,0,0,7,0,437327,1.409000,8955316,11555,36,62,1,1993466,31,12504438,6263698,8082,58,10,5,11,16,3638854,4695,73,11,8,0,6,2,0,0
Garner,184911,184 PARKER,11,RE,1,191,1,9,87,3,31.9,5,14,5,0,12,95.4,0,.,0,.,78,90,87,87,76,91,.,60,80,.,73,.,.,.,.,.,34,17,9,5,4,50,20,12,47112,39525,32917,40990,0,5.6,11,42.1,11.1,4.7,19.7,0,0,100,0,91,9,0,0,0,0,1086790,1.081000,2439067,13184,6,89,6,655701,27,2303068,2157810,11664,52,19,5,12,12,1129328,6104,74,11,12,3,0,0,0,0
Bovina,185901,185 PARMER,16,AA,3,479,0,92,8,0,87.1,27,6,27,22,5,96.5,0,11.4,37,84.1,67,89,.,77,62,87,.,65,90,.,65,87,53.3,0,.,16.6,88,49,1,2,5,56,17,19,78903,63255,37640,38195,40,5.5,9.7,32.5,13.6,24.9,20.4,0,16,84,0,85,4,2,2,6,0,143197,1.017000,4883569,9594,72,17,10,1731363,44,4194800,3679523,7229,62,6,6,7,18,2289203,4497,58,9,22,2,4,0,5,0
Farwell,185902,185 PARMER,16,AA,3,517,1,49,51,0,48.5,14,8,14,28,6,96.2,0,0,26,100,76,96,.,86,71,96,.,63,86,.,65,96,95.5,28.6,.,20.9,96,47,2,2,4,50,25,18,61790,69462,43589,39561,28,5.4,10.9,29.5,12.8,11.5,8.7,0,6,94,0,85,4,2,4,4,1,218195,1.094000,5130041,10301,64,27,9,750930,18,5018904,4807643,9654,61,6,7,10,16,2922363,5868,57,12,20,2,5,1,4,0
Friona,185903,185 PARMER,16,RE,4,1212,0,78,21,1,76.8,19,8,17,20,8,96,0,3.8,80,96.3,69,89,93,78,80,90,.,64,85,.,65,91,77.8,12.5,.,19.2,235,113,1,2,5,48,21,23,67075,59745,48489,42589,39,5.2,10.7,26.5,13.8,9.7,13.8,0,13,87,0,74,6,5,5,6,3,246279,0.850000,13923246,11329,61,23,16,3926290,39,12613946,11812674,9612,61,8,4,8,18,7146396,5815,46,17,23,3,7,2,4,0
Lazbuddie,185904,185 PARMER,16,RE,1,146,0,40,60,0,76,13,12,13,52,2,96.6,0,7.7,12,92.3,69,90,.,75,74,89,.,63,74,.,67,100,70,14.3,.,20.3,35,21,3,2,0,60,6,30,67500,54200,.,35468,17,4.2,7.1,48,10,1,17.9,0,15,85,0,71,6,2,3,15,1,381410,1.170000,1979180,15342,52,38,10,533543,31,1909603,1844314,14297,52,12,5,14,17,964910,7480,57,7,23,1,10,0,2,0
Buena Vista,186901,186 PECOS,18,AA,1,124,1,59,40,0,59.7,12,7,12,44,4,95.7,0,7.1,12,85.7,62,89,88,69,69,90,.,51,74,.,55,100,72.7,25,938,20.7,34,18,2,3,0,52,12,32,90846,63000,.,45933,38,3.6,7,28.2,14.6,8.4,42.1,6,23,72,0,70,6,9,1,9,6,2493970,1.040000,2489751,16598,35,61,5,2283827,60,2510988,2278713,15191,51,13,5,15,16,1171652,7811,69,6,12,1,5,0,7,0
Fort Stockton,186902,186 PECOS,18,AU,5,2344,0,84,15,1,59.8,14,6,13,25,4,93.4,0.8,21.5,120,74.1,64,87,88,71,74,91,.,60,84,57,56,88,42.6,4.3,884,17.8,373,181,2,2,6,48,13,29,85036,72826,55504,44640,62,6.3,13,33.2,12.1,20,22.1,2,43,54,2,71,8,3,10,4,4,928386,1.156000,25276716,11320,40,50,11,5792368,20,26719868,22222705,9952,55,8,4,14,19,12214747,5470,53,13,17,6,4,2,5,1
Iraan-Sheffield,186903,186 PECOS,18,RE,5,559,8,47,44,1,51.3,8,16,8,53,5,94.7,1.7,5.1,27,69.2,79,93,94,87,86,98,70,70,90,.,67,91,60.9,0,837,18.8,118,56,1,4,5,48,12,30,91972,73702,58182,50558,29,4.8,10,17.9,17.2,8.9,23.8,4,7,89,0,79,2,8,2,10,0,3281554,1.040000,8734032,17329,32,63,5,2771334,13,9688781,8810353,17481,49,12,6,14,19,4297070,8526,53,15,18,1,5,2,6,0
Big Sandy,187901,187 POLK,06,AA,1,509,1,4,68,28,49.1,0,11,0,28,7,95.1,0,5.3,31,84.2,65,90,70,79,69,94,.,75,75,41,57,87,76,10.5,966,18.9,64,38,3,4,2,59,5,27,68204,64935,43823,43873,3,8,13.5,7.9,17.8,22.7,8.8,0,0,100,0,84,4,3,0,9,0,614539,1.111000,5857061,11156,25,64,12,2444597,59,11728659,4555486,8677,56,7,7,11,19,2550644,4858,63,15,11,0,9,1,2,0
Goodrich,187903,187 POLK,06,AA,3,256,24,35,41,0,82.8,14,14,14,30,2,96.7,0,0,19,95.2,40,82,84,53,40,78,31,48,40,.,39,80,85.7,0,738,16.4,46,23,4,2,2,49,13,29,85370,77321,59785,41986,30,5.6,11.4,17.8,18.9,28.9,25.7,22,0,73,4,83,5,4,0,8,0,383192,1.040000,3344001,13063,53,40,8,328723,12,3079089,2927555,11436,54,10,8,12,16,1574135,6149,66,10,16,0,5,0,3,0
Corrigan-Camden,187904,187 POLK,06,AA,4,1034,27,33,40,1,70.1,10,14,10,22,7,95.9,0,9.1,64,89.4,71,90,87,81,73,96,52,71,83,.,64,87,79.2,5.3,858,16.6,180,94,2,2,4,52,17,23,79267,64408,48416,40218,20,5.8,11,39.1,10.8,11.1,20.2,3,4,92,1,80,10,5,0,4,2,244745,1.168000,10779879,10037,60,28,12,1102633,13,11653042,10294351,9585,53,5,6,11,25,5501719,5123,59,17,15,1,4,1,4,0
Leggett,187906,187 POLK,06,AA,2,215,29,21,50,0,74,4,15,4,30,3,96.1,0,9.5,17,85.7,49,80,95,59,62,87,34,55,53,.,39,81,50,25,926,20.6,41,21,5,2,2,51,17,22,58590,60900,29308,36909,17,5.3,10.2,33.3,12.3,38.1,14.9,5,0,90,5,73,10,5,0,13,0,483074,1.166000,2796465,13068,43,49,8,715917,34,2692213,2404402,11236,51,12,6,13,17,1235827,5775,56,16,18,0,6,1,3,0
Livingston,187907,187 POLK,06,AA,5,3988,13,16,70,2,56.4,6,13,6,30,4,94.7,0,6.9,221,83.1,73,91,88,81,78,94,61,63,76,86,66,86,58.9,12.6,941,19.4,617,272,1,3,7,44,11,34,79958,60599,50787,42659,17,6.5,14.6,34.9,11.3,12.8,22.2,3,3,94,0,78,12,2,2,6,1,310332,1.400000,37810292,9338,50,37,13,8457563,30,37148638,33742202,8333,53,6,5,12,25,17745423,4383,50,26,13,1,4,1,5,1
Onalaska,187910,187 POLK,06,RE,2,905,3,5,92,1,62.7,0,16,0,25,7,95.2,0.6,1.9,47,86.8,70,92,89,75,78,86,40,65,71,40,66,89,61.5,8.3,951,19.8,147,70,1,3,3,48,12,33,83468,60541,53444,44885,8,6.2,12.9,32.9,13.1,22.9,21.1,3,3,91,3,81,8,5,0,4,3,418450,1.200000,9400140,10562,52,41,7,2358385,31,8881717,8206290,9221,55,8,6,12,19,4529278,5089,61,16,18,0,5,0,1,0
R Milburn (Amarillo),188801,188 POTTER,16,EU,1,212,4,34,60,1,59,0,13,0,63,0,82.6,.,32,68,33.6,36,73,.,44,59,74,.,37,34,.,33,65,1.7,.,.,.,18,12,0,6,6,67,0,22,.,69000,51944,43173,0,11.8,17.7,33.3,14.3,45.8,23.8,0,0,100,0,76,4,0,0,19,0,0,0.000000,1492438,7107,87,0,13,78505,6,1500916,1500916,7147,44,22,12,9,13,657992,3133,66,7,23,0,4,0,0,0
Amarillo,188901,188 POTTER,16,AA,54,30647,11,42,43,4,61.4,12,10,11,26,7,95.1,0.4,11.8,1577,75.6,76,91,93,84,78,91,60,69,85,77,68,86,59.7,26.8,1044,20,3991,2171,1,3,9,54,10,23,101952,67834,53873,46064,21,7.7,14.1,35,11.9,14.4,12.3,2,9,88,0,70,12,5,5,4,5,229938,1.170000,259400830,8596,51,36,13,48840667,24,272360050,246504142,8168,59,4,5,13,18,145890940,4834,59,16,14,4,3,0,2,1
River Road,188902,188 POTTER,16,AA,3,1444,1,11,87,1,52.5,1,11,1,24,7,95.8,0,1.2,81,92.7,70,91,88,80,73,90,.,62,71,.,64,89,66.2,26.5,1018,21.2,192,97,2,4,5,50,9,31,77758,62689,48074,39482,7,7.5,14.9,46.3,9.8,11,19.2,0,3,96,1,89,3,0,0,5,2,169933,1.317000,12386565,8686,65,29,7,1247132,13,16759440,10127707,7102,53,8,6,11,21,5375130,3769,61,15,10,0,5,1,7,1
Highland Park,188903,188 POTTER,16,RE,3,900,5,27,61,7,61.3,4,10,4,22,10,95.9,0,2.2,42,87,79,95,95,84,82,95,65,74,81,86,76,78,94.3,6.1,.,18.2,143,73,3,3,6,51,10,27,65057,66437,54765,44517,12,6.3,12.3,36.9,9.9,18.1,25.4,0,5,95,0,84,9,1,0,6,0,934111,1.191000,11170339,12289,27,68,6,3292588,27,11248099,9042479,9948,53,9,5,12,20,4826202,5309,61,12,11,0,6,4,5,1
Bushland,188904,188 POTTER,16,RE,3,1196,1,9,88,1,20.2,1,8,0,24,13,95.9,0,.,63,.,87,95,.,92,87,96,78,85,87,90,74,86,69.1,36.8,1039,21.7,183,103,1,3,7,56,9,24,91500,69451,52266,46351,10,6.5,11.6,23.3,12.9,11.6,8.1,0,5,95,0,81,7,1,0,4,6,690693,1.183000,12820770,11396,32,62,6,2817711,22,12421945,11069257,9839,60,9,4,8,19,6613078,5878,62,15,11,0,5,1,6,0
Marfa,189901,189 PRESIDIO,18,AA,2,361,1,86,13,0,68.1,12,10,12,13,7,94.5,1.5,0,24,92.3,49,86,95,60,61,84,.,48,54,.,41,70,90.5,5.3,977,15.9,78,39,3,3,4,50,17,24,63461,52731,41918,37877,51,4.7,9.3,43.5,9.2,12.9,44.3,0,26,74,0,81,5,8,3,2,0,355047,1.392000,6007448,15935,50,39,11,2697905,54,6014032,4890646,12973,49,20,5,10,15,2406064,6382,57,7,25,2,3,1,5,0
Presidio,189902,189 PRESIDIO,18,RE,3,1347,0,97,2,1,88.3,45,5,45,16,4,95.1,0,1.2,73,82.6,66,83,89,79,69,94,.,65,.,82,64,82,91.5,3.1,896,16.6,237,115,0,3,3,48,18,27,109513,66487,52212,41707,82,5.7,11.7,40.1,9.8,17.3,17.6,0,56,28,16,69,9,1,18,3,0,61221,1.403000,19267867,14188,75,12,13,3780892,26,14635154,12762471,9398,59,8,4,12,17,7518434,5536,58,8,23,4,2,0,4,1
Rains,190903,190 RAINS,07,RE,4,1602,4,13,81,2,50.8,5,14,5,25,6,95.7,0,4.3,87,92.6,82,95,96,89,86,96,72,79,83,82,78,96,65.8,22.9,1061,19.7,260,129,2,2,6,49,9,32,58518,64306,51858,41871,7,6.2,12.4,23,15.5,25.6,13.4,1,2,97,0,76,7,12,0,4,1,290477,1.104000,15223383,9339,53,39,9,2604756,21,14412848,13854855,8500,60,5,4,12,20,8243272,5057,62,17,10,2,5,0,4,1
Canyon,191901,191 RANDALL,16,RE,13,8586,3,17,78,2,27.8,1,10,1,31,6,96.3,0,0.5,540,96.5,83,95,96,89,86,95,74,76,85,78,70,90,64.3,30.6,1054,22,1101,551,1,3,6,50,8,31,87184,61850,50636,43988,11,7.8,15.6,31.5,11.8,18.6,12.3,0,4,96,1,79,10,1,0,5,5,320561,1.290000,69764529,8394,41,54,6,10176984,18,67463064,53840773,6478,58,5,6,11,20,31391904,3777,71,15,5,0,4,0,4,1
Reagan County,192901,192 REAGAN,18,AA,3,803,2,73,25,0,48.4,11,8,11,18,5,95.7,0,0,54,92.9,64,87,90,73,68,85,50,57,80,.,56,89,63.3,9.7,.,19,141,77,3,2,9,54,13,19,75363,68329,45611,42775,22,5.7,10.5,40.7,11.8,5.2,26.7,0,9,91,0,83,4,7,3,4,0,2089365,1.091000,13960271,17784,25,70,5,3482814,19,21368605,9396437,11970,52,9,5,14,20,4904842,6248,59,11,16,1,4,2,7,0
Big Springs Charter,193801,193 REAL,20,EA,2,117,16,36,48,0,92.3,0,91,0,32,0,96,0,16.7,9,75,83,.,.,75,88,.,71,86,88,.,82,.,100,16.7,718,.,51,21,4,2,0,41,35,18,77758,69320,.,44701,20,2.3,5.6,52.4,7,23.8,11.8,10,14,76,0,60,34,0,0,6,0,0,0.000000,2884296,25081,91,1,8,554906,21,2679510,2679510,23300,62,10,9,9,10,1656218,14402,5,82,10,0,0,0,3,0
Leakey,193902,193 REAL,20,RE,1,248,1,30,67,2,55.6,5,13,5,32,9,94.4,0,9.5,21,85.7,72,95,91,81,79,95,.,65,74,.,64,71,93.8,26.7,.,20.7,54,28,4,4,9,52,13,19,70216,49547,36902,43691,19,4.6,8.8,13.8,16,19.3,9.3,0,4,96,0,80,4,0,0,9,7,865226,1.040000,3686341,15046,37,57,6,437440,14,3561408,3364534,13733,55,12,4,12,17,1846197,7535,65,20,8,1,6,0,0,0
Avery,194902,194 RED RIVER,08,RE,3,426,3,8,85,4,53.1,2,10,2,31,10,96.6,0,4,25,96,85,96,95,90,88,95,71,58,87,.,79,97,71.4,13.3,.,18.9,70,36,3,4,7,51,13,21,61816,57207,41068,37853,11,6.1,11.9,25.2,15.1,14,9,0,3,94,3,82,5,3,3,7,0,102886,1.040000,3810459,9182,74,16,10,1210105,33,3880507,3724875,8976,57,8,8,10,17,2121346,5112,66,10,14,0,5,0,3,1
Rivercrest,194903,194 RED RIVER,08,RE,3,743,4,10,83,3,55,3,10,3,27,16,95.9,0,3.1,64,96.9,80,97,98,86,82,96,89,74,80,77,78,95,76.4,26.2,.,20.3,115,63,3,3,3,55,14,22,65893,50744,42701,41053,6,6.5,11.7,23.7,14.8,20.6,22.7,2,2,97,0,79,4,6,0,8,2,361070,1.240000,8458968,10915,67,28,5,1875280,25,7302205,6192652,7991,55,6,5,16,17,3413302,4404,63,10,12,0,8,0,6,0
Clarksville,194904,194 RED RIVER,08,AA,3,806,57,17,25,2,86.4,8,14,7,25,7,96.1,0,4.7,62,92.2,50,80,78,59,59,81,38,64,68,80,46,87,61.8,20.6,.,20,197,79,2,4,7,40,18,29,84083,60187,50242,38827,35,4.1,10.2,47.5,10.7,16.2,39.5,20,1,77,1,66,11,12,1,5,5,236684,1.040000,12031020,14171,57,27,15,1996886,23,11112158,11034298,12997,56,9,5,11,20,6121175,7210,44,26,20,1,4,1,4,1
Detroit,194905,194 RED RIVER,08,AA,3,500,13,3,83,1,51.8,1,11,1,28,8,95.5,0,0,33,91.7,68,92,85,78,63,89,47,83,71,.,62,82,58.6,17.6,.,20.9,106,47,2,3,2,44,23,27,61411,52599,42256,37451,9,4.7,10.6,82.8,2.4,2.1,24.1,2,0,96,2,83,6,4,0,5,2,110394,1.318000,6218045,12337,58,20,22,415860,9,8509973,5386430,10687,61,6,6,10,18,3297697,6543,52,7,31,0,5,0,5,0
Pecos-Barstow-Toyah,195901,195 REEVES,18,AA,7,2225,2,88,10,1,64.4,8,11,7,21,7,94.6,0,10.6,128,82.1,62,88,89,72,65,91,63,60,73,82,58,87,37.5,4.8,838,16.1,376,172,2,3,6,46,18,25,78140,61587,49342,45336,65,5.9,12.9,29.6,14.2,23.6,20.1,3,43,54,0,67,10,10,6,5,2,441443,1.221000,26426583,12067,37,51,11,5062148,25,28284628,21694273,9906,56,7,5,13,19,12147349,5547,48,18,20,1,4,2,5,2
Balmorhea,195902,195 REEVES,18,EX,1,158,1,89,10,0,82.9,4,10,3,42,9,96,0,0,11,100,81,93,94,89,82,.,.,82,75,.,79,80,90,0,932,18,35,19,6,5,0,55,9,26,71760,61615,.,39282,66,4.5,8.2,57.1,10.2,11.8,16.5,0,57,43,0,74,5,4,0,10,7,204969,1.122000,2689309,18295,74,17,8,367517,17,2485297,2252286,15322,48,14,5,13,20,1082823,7366,53,7,22,0,8,3,6,0
Austwell-Tivoli,196901,196 REFUGIO,03,RE,2,157,1,64,36,0,54.8,2,13,2,19,6,96.1,0,7.1,11,78.6,79,95,.,87,73,92,.,79,82,.,75,100,85.7,16.7,.,17.6,36,20,2,6,6,56,3,28,85190,63832,43760,42973,45,4.3,7.8,39.8,15.3,15.5,17,5,25,70,0,78,8,11,0,3,1,2950051,1.013000,2758858,18271,47,46,6,739160,13,2660614,2459115,16286,48,13,8,16,15,1179188,7809,67,10,17,0,1,1,5,0
Woodsboro,196902,196 REFUGIO,03,RE,2,539,5,49,46,0,45.8,1,13,0,35,11,96,0,0,37,97.5,69,93,95,74,77,86,63,60,78,.,65,74,.,20.8,1074,19.2,105,53,2,2,3,50,21,22,79388,56079,46218,42419,40,5.1,10.2,15.2,18.3,12.1,11.4,4,17,77,2,81,9,0,0,8,2,237451,1.450000,6542931,11918,60,31,9,1404562,26,8315586,5656815,10304,62,7,5,11,15,3526920,6424,57,14,18,0,6,0,5,0
Refugio,196903,196 REFUGIO,03,AU,2,761,13,58,29,0,59.1,4,13,4,25,5,94.8,0,10,58,81.4,65,92,96,77,64,94,55,58,82,.,59,89,59.6,16.1,918,18.8,135,70,1,4,6,52,11,26,80348,59398,46756,43289,35,5.6,10.9,19.5,16,19.7,18.4,1,16,83,0,86,7,0,0,3,3,740131,1.165000,9750128,13284,35,58,6,2505145,30,13648390,8307391,11318,57,7,4,13,19,4712490,6420,63,13,13,0,3,1,7,1
Miami,197902,197 ROBERTS,16,EX,1,162,2,11,87,0,20.4,0,6,0,32,5,96.9,0,0,13,100,93,98,96,96,98,.,.,91,93,.,84,89,100,9.1,.,19.6,40,22,5,5,4,55,8,23,55499,47498,41877,43023,5,4.1,7.4,27.3,12.3,13.6,29.1,0,0,100,0,82,5,4,0,8,0,5168668,1.075000,3529892,20764,35,63,3,2738465,30,2747223,2221265,13066,56,11,5,11,17,1236242,7272,77,7,6,0,4,0,5,0
Bremond,198901,198 ROBERTSON,06,RE,3,437,20,6,73,2,40.7,1,13,1,27,7,95.3,0,0,38,97.4,81,96,98,89,79,95,57,82,88,.,70,96,90.3,14.3,869,17.8,86,44,2,4,2,51,12,28,25183,71196,47045,44589,14,5.1,9.9,22.7,14.4,22.7,18.1,5,2,91,2,84,3,2,0,6,5,1250877,1.160000,6956554,15323,4,93,4,2858044,50,6914920,5809660,12797,53,7,4,21,16,3047759,6713,63,14,13,0,6,1,4,0
Calvert,198902,198 ROBERTSON,06,RE,1,187,85,10,5,0,90.4,1,13,1,32,2,94,0,10.5,16,84.2,65,85,81,77,73,.,63,79,.,.,65,68,36.4,.,.,.,52,19,4,3,1,37,28,27,61381,59167,57500,40778,57,3.6,9.6,46.2,10.8,15.4,34.2,49,0,51,0,70,8,13,0,9,1,404117,1.030000,2453160,11517,58,25,17,176586,9,2480918,2450711,11506,59,10,5,14,12,1442891,6774,51,12,33,0,5,0,0,0
